1000.287 15.55903
1412.984 14.54463
1730.408 14.12699
2036.088 14.43243
2419.361 14.31877
1090.627 15.214995
1534.203 13.8224
1968.19 13.766889999999998
2313.166 13.857775
2748.283 13.73301
1189.02 15.582790000000002
1716.034 14.41095
2149.826 13.93988
2589.132 14.044995
3037.986 14.009260000000001
1261.578 15.38848
1834.646 14.216355
2378.999 13.787435000000001
2926.999 13.727399999999998
3453.42 13.787435000000001
1337.116 15.091975
1985.05 14.125619999999999
2575.701 13.983415
3149.55 13.89207
